"uid","Employer","JobLocation","RankorTitle","Specialty","Deadline","DatePosted","ApplicationStatus","OpenUntilFilled","JobSubLocation","lon","lat"
257,"Georgetown University","USA","Asst/Assoc Professor ","Applied Linguistics",2015-10-31,2015-09-15,TRUE,TRUE,"District of Columbia",-90.2346536,38.6349702
258,"University of New Hampshire","USA","Assistant Professor ","General Linguistics",2015-11-15,2015-09-15,FALSE,FALSE,"New Hampshire",-70.9321335,43.1335877
259,"University of Oklahoma - Norman","USA","Associate Professor ","Applied Linguistics;Ling & Literature;Portuguese",NA,2015-09-15,TRUE,TRUE,"Oklahoma",-97.4432884,35.1924456
260,"Utrecht University","Netherlands","Associate Professor Senior Lecturer / Associate Professor (UHD) in English Linguistics (1,0 FTE)","Language Acquisition;English",2015-10-01,2015-09-15,FALSE,FALSE,"Utrecht",5.1214201,52.0907374
261,"Lionbridge","----------------","Computational Linguists","Computational Linguistics;Korean",2015-10-31,2015-09-15,FALSE,FALSE,NA,-116.3801841,43.7040142
262,"University of Queensland","Australia","Post Doc ","Computational Linguistics;General Linguistics;Cognitive Science;Language Acquisition ",2015-09-27,2015-09-14,FALSE,FALSE,"Brisbane",146.7872377,-19.3176715
263,"University of Queensland","Australia","Programmer ","Computational Linguistics;General Linguistics;Cognitive Science;Language Acquisition ",2015-09-27,2015-09-14,FALSE,FALSE,"Brisbane",146.7872377,-19.3176715
264,"Indiana University, School of Global and International Studies","USA","Assistant Professor ","Applied Linguistics;General Linguistics;Language Acquisition;Japanese ",2015-10-30,2015-09-14,TRUE,TRUE,"Indiana",-86.1349019,40.2671941
265,"Texas A&M University-Corpus Christi","USA","Assistant Professor ","Applied Linguistics",2015-10-12,2015-09-14,TRUE,TRUE,"Texas",-99.9018131,31.9685988
266,"Lionbridge","France","Knowledge Engineer","Computational Linguistics;Pragmatics;Semantics;French ",2015-12-07,2015-09-11,FALSE,FALSE,"Paris",2.3522219,48.856614
267,"Lionbridge","Japan","Knowledge Engineer","Computational Linguistics;Pragmatics;Semantics;Japanese ",2015-12-07,2015-09-11,FALSE,FALSE,"Tokyo",139.7319925,35.7090259
268,"University of Birmingham (UK)","United Kingdom","Lecturer Permanent post, equivalent to Assistant Professor","Psycholinguistics;Text/Corpus Linguistics;Cognitive Science;Language Acquisition ",2015-10-06,2015-09-11,FALSE,FALSE,"West Midlands",-1.9256429,52.4484819
269,"Heinrich Heine Universitaet Duesseldorf","Germany","Post Doc ","Semantics;Text/Corpus Linguistics;Cognitive Science;German ",2015-09-15,2015-09-11,FALSE,FALSE,"Duesseldorf",6.7915415,51.1938515
270,"University of California, Santa Cruz","USA","Asst/Assoc Professor ","Syntax",NA,2015-09-11,NA,FALSE,"California",-117.3163115,33.981043
271,"Carleton University","Canada","Assistant Professor ","Applied Linguistics;Discourse Analysis",2015-11-06,2015-09-09,FALSE,FALSE,"Ottawa",-75.698312,45.3830819
272,"University of Tuebingen","Germany","Researcher ","Computational Linguistics",2015-10-15,2015-09-09,TRUE,TRUE,"Tuebingen",9.0576448,48.5216364
273,"University of York","United Kingdom","Researcher ","Phonetics;Sociolinguistics;Forensic Linguistics",2015-10-07,2015-09-09,FALSE,FALSE,"York",1.069896,51.3085131
274,"Lionbridge","Germany","Knowledge Engineer","Computational Linguistics;Pragmatics;Semantics;German ",2015-12-07,2015-09-09,FALSE,FALSE,"Aachen",6.0838868,50.7753455
275,"United Arab Emirates University","United Arab Emirates","Assistant Professor ","Phonetics;Phonology",2016-01-31,2015-09-09,TRUE,TRUE,"Al Ain",55.6968239,24.2005508
276,"University of Groningen","Netherlands","Assistant Professor ","General Linguistics;Psycholinguistics;Neurolinguistics",2015-10-15,2015-09-09,FALSE,FALSE,"Groningen",6.5665018,53.2193835
277,"Texas A&M University","USA","Asst/Assoc Professor ","Applied Linguistics;Language Acquisition;Spanish",2015-11-15,2015-09-09,FALSE,FALSE,"Texas",-99.9018131,31.9685988
278,"Lingvist Inc.","Various","Computational Linguist","Applied Linguistics;Computational Linguistics;Text/Corpus Linguistics;Language Acquisition ",2015-10-15,2015-09-08,TRUE,TRUE,"Various",122.0733283,6.9481522
279,"University of Nottingham","United Kingdom","Assistant Professor ","Discourse Analysis",2015-09-24,2015-09-07,FALSE,FALSE,"Nottingham",-1.1939984,52.9346979
280,"University of California, Santa Cruz","USA","Assistant Professor ","Applied Linguistics;Language Acquisition;English",NA,2015-09-07,TRUE,TRUE,"California",-117.3163115,33.981043
281,"McGill University","Canada","Assistant Professor ","Semantics;Syntax",2015-11-06,2015-09-04,FALSE,FALSE,"Montreal, Quebec",-97.1465173,49.7975879
282,"Brigham Young University","USA","Assistant Professor ","Applied Linguistics;General Linguistics;Portuguese",2015-10-12,2015-09-04,FALSE,FALSE,"Utah",-81.1858094,28.5750583
283,"Mississippi State University","USA","Assistant Professor ","Applied Linguistics;General Linguistics;English",2015-11-16,2015-09-04,FALSE,FALSE,"Mississippi",-88.7903868,33.4555279
284,"University of Macau","Macau","Full Professor ","Applied Linguistics;Language Acquisition;English",2016-02-29,2015-09-04,TRUE,TRUE,"Taipa, Macau, China",113.5575513,22.1634112
285,"University of Macau","Macau","Associate Professor ","Applied Linguistics;Language Acquisition;English",2016-02-29,2015-09-04,TRUE,TRUE,"Taipa, Macau, China",113.5575513,22.1634112
286,"Center for Applied Linguistics","USA","Research Assistant","Applied Linguistics",2015-09-30,2015-09-03,FALSE,FALSE,"District of Columbia",-77.0368707,38.9071923
287,"Center for Applied Linguistics","USA","Program Assistant","Applied Linguistics",2015-09-30,2015-09-03,FALSE,FALSE,"District of Columbia",-77.0368707,38.9071923
288,"University of Nottingham","United Kingdom","Assistant Professor ","Psycholinguistics;Language Acquisition",2015-09-24,2015-09-02,FALSE,FALSE,"Nottingham",-1.1939984,52.9346979
289,"Rice University","USA","Lecturer ","Phonetics;Phonology",2015-11-01,2015-09-01,FALSE,FALSE,"Texas",-93.1059561,44.9643389
290,"University of Macau","Macau","Assistant Professor ","Applied Linguistics;General Linguistics;Portuguese",2016-02-29,2015-09-01,TRUE,TRUE,"Taipa, Macau",113.5575513,22.1634112
291,"Brown University","USA","Assistant Professor ","Phonetics;Cognitive Science",2015-12-01,2015-09-01,FALSE,FALSE,"Rhode Island",-106.48281,31.7724254
292,"Adecco Ltd. (Japan)","Japan","Analytic Linguistic Project Manager","Computational Linguistics;Morphology;Semantics;Syntax; Lexicography;Vietnamese",2016-02-29,2015-08-31,TRUE,TRUE,"Tokyo",139.7319925,35.7090259
293,"Adecco Ltd. (Japan)","Japan","Junior Linguist","Computational Linguistics;General Linguistics;Vietnamese",2016-02-29,2015-08-31,TRUE,TRUE,"Tokyo",139.7319925,35.7090259
294,"University Of South Carolina","USA","Assistant Professor ","Applied Linguistics;Language Acquisition;English",2015-11-01,2015-08-31,FALSE,FALSE,"South Carolina",-82.8269443,34.6693872
295,"Northwestern University","USA","Rank Open ","Computational Linguistics;General Linguistics;Philosophy of Language;Psycholinguistics; Cognitive Science",2015-12-01,2015-08-31,FALSE,FALSE,"Illinois",-97.7140117,30.2660497
296,"Boise State University","USA","Visiting Professor ","General Linguistics",2015-09-18,2015-08-28,TRUE,TRUE,"Idaho",-114.7420408,44.0682019
297,"Boise State University","USA","Lecturer ","General Linguistics",2015-09-18,2015-08-28,TRUE,TRUE,"Idaho",-114.7420408,44.0682019
298,"Yamaguchi University","Japan","Rank Open ","General Linguistics;Syntax;English;Japanese ",2015-09-30,2015-08-28,FALSE,FALSE,"Yamaguchi-shi, Yamaguchi Prefecture",131.4737269,34.178496
299,"University of South Carolina","USA","Assistant Professor ","Applied Linguistics;Language Acquisition;English",2015-11-01,2015-08-27,FALSE,FALSE,"South Carolina",-82.8269443,34.6693872
300,"Nuance Communications","Germany","Speech Scientist","Computational Linguistics;German",2015-09-30,2015-08-27,FALSE,FALSE,"Ulm, Baden Württemberg",9.9876076,48.4010822
301,"Wayne State University","USA","Asst/Assoc Professor ","Phonology",2015-11-01,2015-08-25,FALSE,FALSE,"Michigan",-77.8121099,40.811234
302,"University of Konstanz","Germany","Full Professor ","General Linguistics;English",2015-09-28,2015-08-25,FALSE,FALSE,"Konstanz",9.1732384,47.6779496
303,"Seoul National University","Korea, South","Asst/Assoc Professor ","Applied Linguistics;German",2015-09-12,2015-08-25,FALSE,FALSE,"Seoul",127.0610228,37.5103238
304,"National University of Singapore","Singapore","Lecturer ","Applied Linguistics;English",2015-09-24,2015-08-25,FALSE,FALSE,"Singapore",103.8677444,1.3553794
305,"Google, Inc.","Viet Nam","Junior Linguist","Computational Linguistics;General Linguistics;Vietnamese",2016-02-23,2015-08-24,TRUE,TRUE,"Hanoi",105.8341598,21.0277644
306,"Google, Inc.","Viet Nam","Manager Analytic Linguistic Project Manager","Computational Linguistics;Morphology;Semantics;Syntax; Lexicography;Vietnamese",2016-02-23,2015-08-24,TRUE,TRUE,"Hanoi",105.8341598,21.0277644
307,"Appen","----------------","Consultant Linguist","Computational Linguistics;General Linguistics;French",2015-10-29,2015-08-24,TRUE,TRUE,NA,9.7441419,53.6604726
308,"Amazon (Ivona)","Poland","TTS Linguist","Computational Linguistics;Phonetics;Phonology;French ",2015-09-30,2015-08-20,TRUE,TRUE,"Pomorskie",18.1531164,54.2944252
309,"Amazon (Ivona)","Poland","TTS Linguist","Computational Linguistics;Phonetics;Phonology;Japanese ",2015-09-30,2015-08-20,TRUE,TRUE,"Pomorskie",18.1531164,54.2944252
310,"Amazon (Ivona)","Poland","TTS Linguist","Computational Linguistics;Phonetics;Phonology;German ",2015-09-30,2015-08-20,TRUE,TRUE,"Gdańsk",18.6466384,54.3520252
311,"Amazon (Ivona)","Poland","TTS Linguist","Computational Linguistics;Phonetics;Phonology;English ",2015-09-30,2015-08-20,TRUE,TRUE,"Gdańsk",18.6466384,54.3520252
312,"University of Vienna","Austria","Programmer Technische/r Projektmitarbeiter/in","Computational Linguistics;Text/Corpus Linguistics;German",2015-10-04,2015-08-19,FALSE,FALSE,"Vienna",16.3359792,48.2747157
313,"University of Vienna, University of Salzburg, University of Graz","Austria","Post Doc ","Sociolinguistics;German",2015-10-04,2015-08-19,FALSE,FALSE,"Vienna, Salzburg, Graz",15.439504,47.070714
314,"Max Planck Institute for the Science of Human History","Germany","Researcher ","Historical Linguistics;Morphology;Lexicography;Indo-European ",2015-09-10,2015-08-19,TRUE,TRUE,"Jena",11.5892372,50.927054
315,"Max Planck Institute for the Science of Human History","Germany","Post Doc ","Historical Linguistics;Morphology;Lexicography;Indo-European ",2015-09-10,2015-08-19,TRUE,TRUE,"Jena",11.5892372,50.927054
316,"The Fryske Akademy","Netherlands","Post Doc ","Sociolinguistics;Text/Corpus Linguistics;Frisian, Western",2015-08-30,2015-08-18,FALSE,FALSE,"Ljouwert/Leeuwarden",5.7929071,53.2035599
317,"IXL Learning","USA","Curriculum Designer","Applied Linguistics;Spanish",2016-01-15,2015-08-18,TRUE,TRUE,"California",-119.4179324,36.778261
318,"Max Planck Institute for the Science of Human History","Germany","Post Doc ","Phonetics;Aymaran;Quechuan;Germanic ",2015-09-30,2015-08-17,TRUE,TRUE,"Jena",11.5892372,50.927054
319,"Max Planck Institute for the Science of Human History","Germany","Researcher ","Phonetics;Aymaran;Quechuan;Germanic ",2015-09-30,2015-08-17,TRUE,TRUE,"Jena",11.5892372,50.927054
320,"The University of Delaware","USA","Assistant Professor ","General Linguistics;Neurolinguistics",2015-10-18,2015-08-17,TRUE,TRUE,"Delaware",-77.5829719,43.157618
321,"University of Aizu","Japan","Associate Professor ","Applied Linguistics;English",2015-09-30,2015-08-17,FALSE,FALSE,"Aizu-Wakamatsu, Fukushima",140.4747282,37.7608337
322,"University of Aizu","Japan","Professor ","Applied Linguistics;English",2015-09-30,2015-08-17,FALSE,FALSE,"Aizu-Wakamatsu, Fukushima",140.4747282,37.7608337
323,"H5","USA","Researcher Document Search and Review Analyst","Text/Corpus Linguistics",2016-02-14,2015-08-17,TRUE,TRUE,"Florida",-81.2040765,28.6036986
324,"University of California, Davis","USA","Assistant Professor ","Computational Linguistics",2015-10-18,2015-08-17,TRUE,TRUE,"California",-121.7526141,38.5412104
325,"Nuance Communications","----------------","Consultant Annotator","General Linguistics;Text/Corpus Linguistics;Korean",2015-09-30,2015-08-14,TRUE,TRUE,NA,14.332644,40.901975
326,"Lionbridge","USA","Analytical Linguist","General Linguistics;Arabic, Standard;Hebrew;Spanish ",2015-12-07,2015-08-13,FALSE,FALSE,NA,-116.3801841,43.7040142
327,"Dartmouth College","USA","Post Doc ","Computational Linguistics",2015-11-15,2015-08-13,FALSE,FALSE,"New Hampshire",-91.6514459,41.92479
328,"Intel","Spain","Dialogue Development Linguist","Computational Linguistics",2016-02-13,2015-08-13,TRUE,TRUE,"Sevilla",-5.9844589,37.3890924
329,"University of California, Berkeley","USA","Lecturer ","General Linguistics;Spanish",2017-06-30,2015-08-12,TRUE,FALSE,"California",-122.2804342,37.8764984
330,"Center for Applied Linguistics (CAL)","USA","Test Developer, Testing Specialist","Applied Linguistics;English",2015-09-08,2015-08-12,FALSE,FALSE,"District of Columbia",-77.0368707,38.9071923
331,"University of Mainz","Germany","Researcher ","General Linguistics;Historical Linguistics;Russian;Baltic; Slavic",2015-09-20,2015-08-12,FALSE,FALSE,"Mainz",8.2472526,49.9928617
332,"Hong Kong Baptist University","Hong Kong","Professor ","General Linguistics",2015-09-15,2015-08-11,FALSE,FALSE,"Hong Kong",114.1829159,22.3354512
333,"Hong Kong Baptist University","Hong Kong","Associate Professor ","General Linguistics",2015-09-15,2015-08-11,FALSE,FALSE,"Hong Kong",114.1829159,22.3354512
334,"University of Virginia","USA","Assistant Professor ","General Linguistics;Anthropological Linguistics",NA,2015-08-11,TRUE,TRUE,"Virginia",-93.1147395,44.9494426
335,"Georgetown University Press","USA","Digital Editor, Languages","General Linguistics",2015-09-30,2015-08-11,TRUE,TRUE,"District of Columbia",-78.5089385,38.0387126
336,"Universität Bern","Switzerland","Post Doc ","Sociolinguistics;Dialectology;Spanish",2015-09-01,2015-08-10,FALSE,FALSE,"Berne",7.4324408,46.9468345
337,"Rowan University","USA","Assistant Professor ","Applied Linguistics;Translation;Spanish",2015-11-01,2015-08-07,FALSE,FALSE,"New Jersey",-79.0355022,36.0479109
338,"Lionbridge","USA","Computational Linguist","Computational Linguistics;Hebrew;Indonesian;Malay; Polish;Vietnamese",2015-12-07,2015-08-07,FALSE,FALSE,"California",-116.3801841,43.7040142
339,"University of Kaiserslautern","Germany","Post Doc ","Psycholinguistics;Language Acquisition",2015-09-02,2015-08-06,FALSE,FALSE,"Kaiserslautern",7.7491265,49.4400657
340,"Ethnic Technologies","USA","Programmer Product Designer","Computational Linguistics;General Linguistics;Text/Corpus Linguistics;Onomastics ",2015-12-31,2015-08-06,TRUE,FALSE,"New Jersey",-74.4056612,40.0583238
341,"Ethnic Technologies","USA","Researcher Product Designer","Computational Linguistics;General Linguistics;Text/Corpus Linguistics;Onomastics ",2015-12-31,2015-08-06,TRUE,FALSE,"New Jersey",-74.4056612,40.0583238
342,"University of Freiburg","Germany","Fellowships","General Linguistics",2015-09-30,2015-08-06,FALSE,FALSE,"Freiburg",7.8493126,48.0028354
343,"Saint Michael's College","USA","Instructor ","Applied Linguistics;Language Acquisition;English",2016-01-01,2015-08-05,TRUE,TRUE,"Vermont",-73.162832,44.493452
344,"Center for Applied Linguistics","USA","Test Development Assistant","Applied Linguistics;Computational Linguistics;Language Acquisition",2015-09-08,2015-08-05,TRUE,TRUE,"District of Columbia",-77.0368707,38.9071923
345,"WU Wirtschaftsuniversität Wien","Austria","Assistant Professor ","General Linguistics;German;Polish;Russian; Slavic",2015-09-30,2015-08-05,FALSE,FALSE,"Wien",16.3603185,48.2292735
346,"Appen","USA","Linguist","Phonetics;Phonology;Text/Corpus Linguistics;Hausa; Pashto",2015-09-01,2015-08-05,TRUE,TRUE,NA,-85.296524,37.0944422
347,"Nuance Communications","----------------","Consultant ","Computational Linguistics;Japanese",2015-09-30,2015-08-03,FALSE,FALSE,NA,14.332644,40.901975
348,"Nuance Communications","----------------","NLU Korean Language Consultant","Computational Linguistics;General Linguistics;Korean",2015-09-16,2015-08-03,TRUE,TRUE,NA,14.332644,40.901975
349,"Sophia University","Japan","Rank Open ","Applied Linguistics;English",2015-10-01,2015-08-03,FALSE,FALSE,"Tokyo",139.7319925,35.7090259
350,"JTG, inc.","USA","Language Researcher","Applied Linguistics;General Linguistics;Lexicography;Somali ",2016-01-31,2015-08-03,TRUE,TRUE,"Maryland",-76.6412712,39.0457549
351,"Lionbridge","----------------","Computational Linguist","Computational Linguistics;Phonetics;Phonology;French; Indonesian;Slovak",2015-12-07,2015-07-31,FALSE,FALSE,NA,-116.3801841,43.7040142
352,"StepStone NV/SA","Belgium","Senior Linguist","Computational Linguistics;Text/Corpus Linguistics;Dutch;English; French",2015-10-01,2015-07-31,TRUE,TRUE,"Brussels",4.3517103,50.8503396
353,"University of Stuttgart","Germany","Post Doc Postdoctoral Associate / Substitute Professor","Computational Linguistics",2015-09-15,2015-07-31,TRUE,TRUE,"Stuttgart",-96.3040913,30.5692339
354,"University of Oregon","USA","Instructor ","Applied Linguistics;Korean",2015-08-27,2015-07-30,TRUE,TRUE,"Oregon",-111.8867174,33.4239891
355,"Yale University","USA","Academic Administrator","Applied Linguistics",2016-01-31,2015-07-30,TRUE,TRUE,"Connecticut",-147.8524686,64.84172
356,"University of Cologne","Germany","Lecturer ","General Linguistics;Sociolinguistics;Text/Corpus Linguistics;Romance ",2015-08-14,2015-07-29,FALSE,FALSE,"Cologne",6.060226,50.778044
357,"University of Cologne","Germany","Researcher ","General Linguistics;Sociolinguistics;Text/Corpus Linguistics;Romance ",2015-08-14,2015-07-29,FALSE,FALSE,"Cologne",6.060226,50.778044
358,"University of Cologne","Germany","Post Doc ","General Linguistics;Sociolinguistics;Text/Corpus Linguistics;Romance ",2015-08-14,2015-07-29,FALSE,FALSE,"Cologne",6.060226,50.778044
359,"University of Toronto Mississauga","Canada","Assistant Professor ","Phonetics;Phonology",2015-10-21,2015-07-28,FALSE,FALSE,"Mississauga, ON",-79.663549,43.547809
360,"LABEX \"\"Empirical Foundations of Linguistics\"\"","France","Post Doc ","Semantics;Syntax",2015-10-01,2015-07-24,FALSE,FALSE,"Paris",2.3522219,48.856614
361,"Google, Inc.","USA","Junior Linguist","Computational Linguistics;General Linguistics;Arabic, Egyptian",2016-01-24,2015-07-24,TRUE,TRUE,NA,-104.9834234,39.9224702
362,"University of Texas at Arlington","USA","Senior Lecturer ","General Linguistics",2015-08-28,2015-07-24,TRUE,TRUE,"Texas",-97.1071714,32.7295854
363,"Universität Frankfurt","Germany","Post Doc ","General Linguistics;English;German;Germanic ",2015-08-21,2015-07-23,FALSE,FALSE,"Frankfurt am Main",14.5493138,52.3486181
364,"International Center for Language Studies","USA","Consultant Curriculum Developer","Applied Linguistics",2015-07-29,2015-07-23,FALSE,FALSE,NA,-157.7200552,21.3626024
365,"University of Graz","Austria","Post Doc ","Applied Linguistics;English;German",2015-08-19,2015-07-22,FALSE,FALSE,"Steiermark",15.4499838,47.0777993
366,"The Hong Kong Polytechnic University","Hong Kong","Assistant Professor ","Applied Linguistics;Computational Linguistics;General Linguistics;Sociolinguistics; Text/Corpus Linguistics;English",2015-12-31,2015-07-21,TRUE,TRUE,"Kowloon",114.179826,22.305748
367,"Artificial Solutions","Sweden","Knowledge Engineer/Computational Linguist","Computational Linguistics;General Linguistics;Swedish",2015-10-01,2015-07-21,TRUE,TRUE,"Stockholm",18.0685808,59.3293235
368,"Stellenbosch University","South Africa","Full Professor ","General Linguistics;Psycholinguistics",2015-08-17,2015-07-20,FALSE,FALSE,"Western Cape",18.6264694,-33.8812733
369,"Advanced Digital Sciences Center","Singapore","Post Doc ","Computational Linguistics;Phonetics;Phonology",2015-09-15,2015-07-20,TRUE,TRUE,NA,103.819836,1.352083
370,"DFKI","Germany","Programmer ","Computational Linguistics;Discourse Analysis;Text/Corpus Linguistics;Translation ",2015-07-31,2015-07-20,TRUE,TRUE,"Berlin",13.404954,52.5200066
371,"DFKI","Germany","Researcher ","Computational Linguistics;Discourse Analysis;Text/Corpus Linguistics;Translation ",2015-07-31,2015-07-20,TRUE,TRUE,"Berlin",13.404954,52.5200066
372,"Appen","USA","Consultant Linguist","General Linguistics;Russian;Spanish",2015-08-31,2015-07-20,FALSE,FALSE,NA,-85.296524,37.0944422
373,"Macquarie University","Australia","Post Doc ","Psycholinguistics;Cognitive Science;Language Acquisition",2015-08-02,2015-07-17,FALSE,FALSE,"New South Wales",151.1131306,-33.7756994
374,"University of Toronto","Canada","Assistant Professor ","General Linguistics;French",2015-08-12,2015-07-17,FALSE,FALSE,"Toronto, Ontario",-79.3947916,43.659598
375,"The Pennsylvania State University","USA","Assistant Director","Phonetics;Psycholinguistics;Sociolinguistics;Neurolinguistics; Language Acquisition",2015-10-01,2015-07-17,TRUE,TRUE,"Pennsylvania",-77.8600012,40.7933949
376,"JTG, inc","USA","Language Technologist","Computational Linguistics;Text/Corpus Linguistics;Translation;Lexicography ",2015-12-15,2015-07-16,TRUE,TRUE,NA,-157.7200552,21.3626024
377,"Universität Bielefeld","Germany","Lecturer ","General Linguistics",2015-07-24,2015-07-14,FALSE,FALSE,"Bielefeld",8.4970738,52.0391734
378,"Appen","Australia","Linguist Project Specialist","Computational Linguistics;General Linguistics",2015-12-31,2015-07-14,TRUE,TRUE,"Sydney, Chatswood",151.1831019,-33.796076
379,"California State University Channel Islands","USA","Assistant Professor ","Applied Linguistics;Translation;Spanish",2015-09-02,2015-07-14,TRUE,TRUE,"California",-119.0431653,34.1611754
380,"Infogain Corporation","USA","Consultant ","Computational Linguistics",2016-01-13,2015-07-14,TRUE,TRUE,NA,-157.7200552,21.3626024
381,"Precyse","USA","Computational Linguist","Computational Linguistics",2015-09-30,2015-07-14,FALSE,FALSE,NA,-157.7200552,21.3626024
382,"Uppsala University","Sweden","Post Doc ","General Linguistics;Typology",2015-09-14,2015-07-13,FALSE,FALSE,"Uppsala",17.6389267,59.8585638
383,"University of Munich","Germany","Lecturer ","Applied Linguistics;Phonetics;Phonology;Text/Corpus Linguistics; French;German",2015-09-30,2015-07-13,FALSE,FALSE,"Bavaria",11.5831501,48.15038
384,"University of North Texas","USA","Lecturer ","General Linguistics",2016-01-10,2015-07-13,TRUE,TRUE,"Texas",-101.871167,33.694625
385,"University of North Texas","USA","Assistant Professor ","Computational Linguistics",2016-01-10,2015-07-13,TRUE,TRUE,"Texas",-101.871167,33.694625
386,"University of North Texas","USA","Assistant Professor ","Language Acquisition",2016-01-10,2015-07-13,TRUE,TRUE,"Texas",-101.871167,33.694625
387,"University of Kansas","USA","Visiting Professor ","Syntax",2015-08-24,2015-07-10,TRUE,TRUE,"Kansas",-94.7254893,38.8991444
388,"Lionbridge","----------------","Linguist/Computational Linguist","Computational Linguistics;General Linguistics;Japanese",2015-08-28,2015-07-09,FALSE,FALSE,NA,-116.3801841,43.7040142
389,"Amazon.com Inc.","USA","Researcher ","Computational Linguistics;General Linguistics;Text/Corpus Linguistics",2015-10-31,2015-07-09,TRUE,TRUE,"Massachusetts",-75.6152879,40.5578407
390,"Amazon.com Inc.","USA","Manager ","Computational Linguistics;General Linguistics;Text/Corpus Linguistics",2015-10-31,2015-07-09,TRUE,TRUE,"Massachusetts",-75.6152879,40.5578407
391,"Universität Kassel","Germany","Lecturer ","General Linguistics;English;German",2015-08-12,2015-07-08,FALSE,FALSE,"Kassel (Hesse)",9.4733322,51.3111822
392,"Leiden University","Netherlands","Asst/Assoc Professor ","General Linguistics;Japanese",2015-08-24,2015-07-08,FALSE,FALSE,"Leiden",4.4668217,52.1689214
393,"Aarhus University","Denmark","Assistant Professor ","General Linguistics;Language Acquisition;English",2015-08-19,2015-07-08,FALSE,FALSE,"Aarhus",12.1021324,55.6954021
394,"Carnegie Mellon University, University of Pittsburgh","USA","Post Doc ","Computational Linguistics;Cognitive Science",2015-10-02,2015-07-07,TRUE,TRUE,"Pennsylvania",-77.1945247,41.2033216
395,"Lionbridge Inc.","Finland","Manager Project Managers, Natural Language Services","Computational Linguistics;Text/Corpus Linguistics",2015-07-18,2015-07-07,TRUE,TRUE,"Pirkanmaa",23.7895598,61.6986918
396,"University of Neuchatel","Switzerland","Full Professor ","Psycholinguistics;Language Acquisition;French",2015-08-31,2015-07-07,FALSE,FALSE,"Neuchatel",6.9292732,46.9899874
397,"Carnegie Mellon University","USA","Rank Open ","Applied Linguistics;Language Acquisition",2015-10-30,2015-07-07,FALSE,FALSE,"Pennsylvania",-77.1945247,41.2033216
398,"Carnegie Mellon University","USA","Assistant Professor ","Applied Linguistics;General Linguistics;Russian",2015-10-30,2015-07-07,FALSE,FALSE,"Pennsylvania",-77.1945247,41.2033216
399,"Bogazici University","Turkey","Assistant Professor ","General Linguistics",2015-08-15,2015-07-07,TRUE,TRUE,"Istanbul",28.936328,41.08071
400,"Intel Corporation","USA","Consultant ","Computational Linguistics;Syntax;French;Italian ",2015-10-31,2015-07-07,TRUE,TRUE,NA,-157.7200552,21.3626024
401,"University of Maryland","USA","Rank Open Research Faculty","General Linguistics",2015-07-17,2015-07-06,TRUE,TRUE,"Maryland",-90.3385631,38.6517269
402,"University of Campinas, Brazil","Brazil","Assistant Professor ","Psycholinguistics;Portuguese",2015-08-13,2015-07-06,FALSE,FALSE,"Campinas",-51.1892999,-23.3035384
403,"Education First (EF)","China","Manager ","Applied Linguistics",2015-11-30,2015-07-06,TRUE,TRUE,"Shanghai",121.473701,31.230416
404,"University College London (UCL)","United Kingdom","Lecturer ","Syntax",2015-08-03,2015-07-06,FALSE,FALSE,"London",-0.1277583,51.5073509
405,"University of Toronto","Canada","Assistant Professor ","Syntax",2015-10-15,2015-07-03,FALSE,FALSE,"Toronto, Ontario",-79.3947916,43.659598
406,"The Language Conservancy","USA","Researcher Fieldworker","General Linguistics;Language Documentation;Language Revitalization;Crow ",2015-07-08,2015-07-03,TRUE,TRUE,"Montana",-110.3625658,46.8796822
407,"The Hong Kong Institute of Education","Hong Kong","Assistant Professor ","Translation",2015-12-31,2015-07-02,TRUE,TRUE,"Tai Po",114.193704,22.466416
408,"UiT The Arctic University of Norway","Norway","Programmer ","Computational Linguistics",2015-08-16,2015-07-02,FALSE,FALSE,"Tromsø",18.9553238,69.6492047
409,"Hokkaido University","Japan","Asst/Assoc Professor ","Applied Linguistics;Discourse Analysis;English;Japanese ",2015-08-17,2015-07-02,FALSE,FALSE,"Sapporo, Hokkaido",141.340013,43.0779575
410,"New York University","USA","Faculty Fellow","Computational Linguistics",2016-01-01,2015-07-02,TRUE,TRUE,"New York",-106.496973,31.777508
411,"DFKI GmbH","Germany","Researcher ","Computational Linguistics;Semantics;Syntax;Translation ",2015-10-31,2015-07-02,TRUE,TRUE,"Berlin",13.404954,52.5200066
412,"Google","USA","Junior Linguist","Morphology;Semantics;Syntax;English ",2015-12-01,2015-07-02,FALSE,FALSE,"California",-80.0449356,33.0653068
413,"DFKI GmbH","Germany","Researcher ","Computational Linguistics;Translation",2015-09-30,2015-07-01,TRUE,TRUE,"Berlin",13.404954,52.5200066
414,"Universitaet Leipzig","Germany","Post Doc ","Linguistic Theories;Morphology;Phonology;Syntax ",2015-07-20,2015-06-29,FALSE,FALSE,"Leipzig",12.3730747,51.3396955
415,"Ecole normale superieure","France","Assistant Professor Professeur des universités","General Linguistics",2016-05-31,2015-06-29,TRUE,TRUE,"Paris",2.3522219,48.856614
416,"Ecole normale superieure","France","Full Professor Professeur des universités","General Linguistics",2016-05-31,2015-06-29,TRUE,TRUE,"Paris",2.3522219,48.856614
417,"Ecole normale superieure","France","Associate Professor Professeur des universités","General Linguistics",2016-05-31,2015-06-29,TRUE,TRUE,"Paris",2.3522219,48.856614
